No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他,Googleマップ,,,,
996,南部家敷　広面店,010-0041,秋田市,広面字鍋沼14-1,,018-887-3060,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=996&query=秋田市広面字鍋沼14-1,,,,
997,南部家敷　イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,,018-892-6380,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=997&query=秋田市御所野地蔵田1-1-1,,,,
998,奥州南部そば,010-1413,秋田市,御所野地蔵田1-1-1,,018-839-8558,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=998&query=秋田市御所野地蔵田1-1-1,,,,
999,六星軒　イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,,018-853-8876,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=999&query=秋田市御所野地蔵田1-1-1,,,,
1000,南部家敷　外旭川支店,010-0802,秋田市,外旭川字小谷地65-1,,018-869-7320,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1000&query=秋田市外旭川字小谷地65-1,,,,
1001,ドトールコーヒーショップ　秋田トピコ店,010-0001,秋田市,中通七丁目2番1号,,018-836-5403,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=1001&query=秋田市中通七丁目2番1号,,,,
1002,ファミリーマート秋田　南大橋店,010-1651,秋田市,豊岩石田坂字上野270,,018-888-8750,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1002&query=秋田市豊岩石田坂字上野270,,,,
1003,イオン秋田中央店,010-0029,秋田市,楢山川口境5-11,,018-837-3000,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1003&query=秋田市楢山川口境5-11,,,,
1004,ローソン　秋田北インター店,010-0136,秋田市,上新城中字南波掛17-1,,018-872-3855,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1004&query=秋田市上新城中字南波掛17-1,,,,
1005,ファミリーマート秋田横森店,010-0044,秋田市,横森3-11-49,,018-889-2152,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1005&query=秋田市横森3-11-49,,,,
1006,イオンスタイル御所野店,010-1413,秋田市,御所野地蔵田1-1-1,,018-889-6611,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1006&query=秋田市御所野地蔵田1-1-1,,,,
1007,イオン土崎港店,011-0943,秋田市,土崎港南2-3-41,,018-846-1221,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1007&query=秋田市土崎港南2-3-41,,,,
1008,ヤマダデンキYAMADAweb.com秋田御所野店,010-1419,秋田市,御所野堤台1-3-2,,018-825-3010,21.その他,家電,https://www.google.com/maps/search/?api=1008&query=秋田市御所野堤台1-3-2,,,,
1009,翁屋開運堂,010-0021,秋田市,楢山登町3-1,,018-836-2220,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1009&query=秋田市楢山登町3-1,,,,
1010,ラッシュ　イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田1F,018-829-1130,21.その他,化粧品,https://www.google.com/maps/search/?api=1010&query=秋田市御所野地蔵田1-1-1,,,,
1011,ファミリーマート秋田桜一丁目店,010-0042,秋田市,桜一丁目7-21,,018-884-1520,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1011&query=秋田市桜一丁目7-21,,,,
1012,FCドジャース食堂,010-0851,秋田市,手形字西谷地413,,018-834-3773,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1012&query=秋田市手形字西谷地413,,,,
1013,ドジャース食品館,010-0942,秋田市,川尻大川町8-25,,018-827-7200,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1013&query=秋田市川尻大川町8-25,,,,
1014,ドジャース本館,010-0956,秋田市,山王臨海町4-37,,018-864-0621,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1014&query=秋田市山王臨海町4-37,,,,
1015,イオン土崎港店（食品フロア）,011-0943,秋田市,土崎港南2-3-41,,018-846-1221,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1015&query=秋田市土崎港南2-3-41,,,,
1016,イオン秋田中央店（食品フロア）,010-0029,秋田市,楢山川口境5-11,,018-837-3000,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1016&query=秋田市楢山川口境5-11,,,,
1017,イオンスタイル御所野（食品フロア）,010-1413,秋田市,御所野地蔵田1-1-1,,018-889-6611,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1017&query=秋田市御所野地蔵田1-1-1,,,,
1018,コミックバスターアルヴェ秋田駅東口店,010-8506,秋田市,東通仲町4-1,秋田拠点センターアルヴェ2F,018-884-7472,20.遊興施設（ネットカフェ、漫画喫茶等）,,https://www.google.com/maps/search/?api=1018&query=秋田市東通仲町4-1,,,,
1019,ファミリーマート秋田広面北店,010-0041,秋田市,広面字近藤堰越83-3,,018-825-9605,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1019&query=秋田市広面字近藤堰越83-3,,,,
1020,ファミリーマート秋田添川店,010-0822,秋田市,添川字境内川原1-1,,018-825-9666,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1020&query=秋田市添川字境内川原1-1,,,,
1021,ファミリーマート秋田広面鍋沼店,010-0041,秋田市,広面字鍋沼27-6,,018-884-3450,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1021&query=秋田市広面字鍋沼27-6,,,,
1022,やきとりセンター　秋田駅前店,010-0874,秋田市,千秋久保田町3-18,森ビル１Ｆ,018-831-9660,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1022&query=秋田市千秋久保田町3-18,,,,
1023,暖や　秋田大学病院前店,010-0041,秋田市,広面字蓮沼16-1,,018-835-3819,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1023&query=秋田市広面字蓮沼16-1,,,,
1024,あきた県都交通,011-0902,秋田市,寺内堂ノ沢1-7-21,,018-893-4660,7.ハイヤー・タクシー,,https://www.google.com/maps/search/?api=1024&query=秋田市寺内堂ノ沢1-7-21,,,,
1025,グルメ回転寿司　函太郎　秋田広面店,010-0041,秋田市,広面樋ノ沖96-1,,018-853-0677,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1025&query=秋田市広面樋ノ沖96-1,,,,
1026,ドジャース広面店,010-0041,秋田市,広面字宮田20-1,,018-837-3880,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1026&query=秋田市広面字宮田20-1,,,,
1027,ドジャース楢山店,010-0013,秋田市,南通築地15-36,,018-832-1018,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1027&query=秋田市南通築地15-36,,,,
1028,ドジャース新屋店,010-1637,秋田市,新屋扇町7-44,,018-888-8055,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1028&query=秋田市新屋扇町7-44,,,,
1029,マックスバリュエクスプレス新屋関町店,010-1623,秋田市,新屋町字関町後202-2,,018-888-9922,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1029&query=秋田市新屋町字関町後202-2,,,,
1030,マックスバリュ広面店,010-0041,秋田市,広面字堤敷19,,018-834-2828,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1030&query=秋田市広面字堤敷19,,,,
1031,マックスバリュ港北店,011-0941,秋田市,土崎港北7-2-20,,018-880-5711,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1031&query=秋田市土崎港北7-2-20,,,,
1032,マックスバリュ河辺店,019-2601,秋田市,河辺和田字北条ヶ崎14-8,,018-882-3008,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1032&query=秋田市河辺和田字北条ヶ崎14-8,,,,
1033,イオンスタイル茨島,010-0065,秋田市,茨島4-3-18,,018-896-5211,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1033&query=秋田市茨島4-3-18,,,,
1034,マックスバリュ泉店,010-0916,秋田市,泉北1-11-17,,018-888-3222,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1034&query=秋田市泉北1-11-17,,,,
1035,ポルミート　安藤醸造　秋田市民市場内,010-0001,秋田市,中通4-7-35,市民市場内,018-874-8672,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1035&query=秋田市中通4-7-35,,,,
1036,しふぉん,010-0001,秋田市,中通4-7-35,市民市場内,090-4315-4246,21.その他,ファッション雑貨・アパレル,https://www.google.com/maps/search/?api=1036&query=秋田市中通4-7-35,,,,
1037,ひよこカレー秋田駅前店,010-0001,秋田市,中通6丁目9-10,,018-853-0565,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1037&query=秋田市中通6丁目9-10,,,,
1038,寧々家　秋田駅前店,010-0874,秋田市,千秋久保田町2-54,,018-884-0755,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1038&query=秋田市千秋久保田町2-54,,,,
1039,寧々家　秋田泉店,010-0918,秋田市,泉南1-2-10　２Ｆ,,018-864-3611,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1039&query=秋田市泉南1-2-10　２Ｆ,,,,
1040,ローソン秋田さくら店,010-0042,秋田市,桜2-17-11,,018-831-6651,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1040&query=秋田市桜2-17-11,,,,
1041,ローソン秋田旭北錦町店,010-0923,秋田市,旭北錦町4-70,,018-866-1222,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1041&query=秋田市旭北錦町4-70,,,,
1042,アスビーファム秋田茨島店,010-0065,秋田市,茨島4-3-21,茨島ショッピングセンター内,018-896-5158,21.その他,衣料品店,https://www.google.com/maps/search/?api=1042&query=秋田市茨島4-3-21,,,,
1043,セブンイレブン秋田手形西谷地店,010-0851,秋田市,手形字西谷地31,,018-836-5371,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1043&query=秋田市手形字西谷地31,,,,
1044,セブンイレブンフォンテ秋田店,010-0001,秋田市,中通2-8-1,,018-834-9011,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1044&query=秋田市中通2-8-1,,,,
1045,ファミリーマート　秋田手形店,010-0851,秋田市,手形西谷地171-1,,018-889-2010,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1045&query=秋田市手形西谷地171-1,,,,
1046,ファミリーマート秋田下新城琵琶沼店,010-0146,秋田市,下新城中野字琵琶沼385-2,,018-872-4311,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1046&query=秋田市下新城中野字琵琶沼385-2,,,,
1047,ファミリーマート土手長町通り店,010-0001,秋田市,中通5-1-1,,018-889-1065,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1047&query=秋田市中通5-1-1,,,,
1048,ファミリーマート秋田ぽぽろーど店,010-0001,秋田市,中通2-6-44,,018-889-1080,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1048&query=秋田市中通2-6-44,,,,
1049,ファミリーマート秋田東通り店,010-0003,秋田市,東通6-9-33,,018-825-9602,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1049&query=秋田市東通6-9-33,,,,
1050,ローソン　秋田土崎港中央五丁目店,011-0946,秋田市,土崎港中央5-3-2,,018-847-7105,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1050&query=秋田市土崎港中央5-3-2,,,,
1051,ファミリーマート秋田中央市場前店,010-0802,秋田市,外旭川字待合25-1,,018-869-7960,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1051&query=秋田市外旭川字待合25-1,,,,
1052,ファミリーマート外旭川店,010-0802,秋田市,外旭川八幡田1-1-5,,018-869-9221,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1052&query=秋田市外旭川八幡田1-1-5,,,,
1053,ファミリーマート秋田寺内イサノ店,011-0901,秋田市,寺内イサノ27-1,,018-883-1150,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1053&query=秋田市寺内イサノ27-1,,,,
1054,ファミリーマート秋田山王臨海町店,010-0965,秋田市,山王臨海町4-28,,018-883-3660,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1054&query=秋田市山王臨海町4-28,,,,
1055,ファミリーマート秋田新屋扇町店,010-1637,秋田市,新屋扇町2-22,,018-888-8233,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1055&query=秋田市新屋扇町2-22,,,,
1056,ファミリーマート秋田中通六丁目店,010-0001,秋田市,中通6-3-20,,018-825-9488,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1056&query=秋田市中通6-3-20,,,,
1057,ファミリーマート秋田中央インター通店,010-0041,秋田市,広面字樋口１１６－１,,018-825-9577,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1057&query=秋田市広面字樋口１１６－１,,,,
1058,ファミリーマート秋田牛島東五丁目店,010-0062,秋田市,牛島東5丁目3-25,,018-825-9580,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1058&query=秋田市牛島東5丁目3-25,,,,
1059,ファミリーマート秋田広面板橋添店,010-0041,秋田市,広面字板橋添307,,018-825-9522,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1059&query=秋田市広面字板橋添307,,,,
1060,ファミリーマート秋田仁井田栄町店,010-1433,秋田市,仁井田栄町1-1,,018-892-7635,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1060&query=秋田市仁井田栄町1-1,,,,
1061,ファミリーマート秋田南通宮田店,010-0014,秋田市,南通宮田16-46,,018-825-9446,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1061&query=秋田市南通宮田16-46,,,,
1062,ファミリーマート秋田中通四丁目店,010-0001,秋田市,中通４丁目7-35,,018-825-9633,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1062&query=秋田市中通４丁目7-35,,,,
1063,中通温泉こまちの湯　ドーミーイン秋田,010-0001,秋田市,中通2-3-1,,018-835-6777,21.その他,宿泊施設,https://www.google.com/maps/search/?api=1063&query=秋田市中通2-3-1,,,,
1064,コジマ×ビックカメラ卸団地店,010-0061,秋田市,卸町2-3-12,,018-883-1661,21.その他,家電,https://www.google.com/maps/search/?api=1064&query=秋田市卸町2-3-12,,,,
1065,比内地鶏生産責任者の店　本家あべや秋田店,010-0001,秋田市,中通1-4,エリアなかいち商業施設内１Ｆ,018-825-1180,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1065&query=秋田市中通1-4,,,,
1066,木もれ陽のテラス,010-1421,秋田市,仁井田本町5-11-2,,018-826-0422,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=1066&query=秋田市仁井田本町5-11-2,,,,
1067,クレアシオン,010-1421,秋田市,仁井田本町5-11-2,,018-826-0421,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=1067&query=秋田市仁井田本町5-11-2,,,,
1068,ローソン秋田茨島六丁目店,010-0065,秋田市,茨島6-11-2,,018-866-4073,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1068&query=秋田市茨島6-11-2,,,,
1069,ファミリーマート秋田雄和店,010-1201,秋田市,雄和田草川字太田2-1,,018-881-3006,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1069&query=秋田市雄和田草川字太田2-1,,,,
1070,ファミリーマート秋田寺内神屋敷店,011-0905,秋田市,寺内字神屋敷79-3,,018-880-6116,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1070&query=秋田市寺内字神屋敷79-3,,,,
